sequenceID,mad,log.mad,hall,log.hall,emilie,n,log.n,log2.n,bases,log.bases,probes.per.base,log.probes.per.base,bases.per.probe,log.bases.per.probe,rss.1,rss.2,rss.3,rss.4,rss.5,rss.6,rss.7,rss.8,rss.9,rss.10,rss.11,rss.12,rss.13,rss.14,rss.15,rss.16,rss.17,rss.18,rss.19,rss.20,log.rss.1,log.rss.2,log.rss.3,log.rss.4,log.rss.5,log.rss.6,log.rss.7,log.rss.8,log.rss.9,log.rss.10,log.rss.11,log.rss.12,log.rss.13,log.rss.14,log.rss.15,log.rss.16,log.rss.17,log.rss.18,log.rss.19,log.rss.20,mse.1,mse.2,mse.3,mse.4,mse.5,mse.6,mse.7,mse.8,mse.9,mse.10,mse.11,mse.12,mse.13,mse.14,mse.15,mse.16,mse.17,mse.18,mse.19,mse.20,log.mse.1,log.mse.2,log.mse.3,log.mse.4,log.mse.5,log.mse.6,log.mse.7,log.mse.8,log.mse.9,log.mse.10,log.mse.11,log.mse.12,log.mse.13,log.mse.14,log.mse.15,log.mse.16,log.mse.17,log.mse.18,log.mse.19,log.mse.20,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr14,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22,chrX,n.loglog
12_chr1,0.0405,-3.206453305,0.065800781,-2.721123566,2.865881727,535,6.282266747,1.837730862,244423799,19.31441416,2.19E-06,-13.03214741,456866.914,13.03214741,7.485723236,4.055417566,2.076534265,1.939584338,1.767077267,1.618243375,1.551882181,1.463414707,1.412383365,1.367411101,1.316379759,1.27213243,1.221101088,1.18765465,1.146902231,1.113455793,1.092670452,1.069700533,1.048915192,1.031223691,2.012997638,1.400053658,0.730700285,0.662473692,0.56932692,0.481341224,0.439468504,0.380772545,0.345278607,0.312919245,0.274885362,0.240694571,0.199752983,0.17198048,0.137064596,0.107468506,0.088624656,0.067378734,0.04775648,0.030746146,0.013992006,0.00758022,0.003881372,0.003625391,0.003302948,0.003024754,0.002900714,0.002735355,0.002639969,0.002555909,0.002460523,0.002377818,0.002282432,0.002219915,0.002143742,0.002081226,0.002042375,0.00199944,0.001960589,0.001927521,-4.269269109,-4.882213089,-5.551566462,-5.619793055,-5.712939826,-5.800925523,-5.842798242,-5.901494202,-5.93698814,-5.969347502,-6.007381385,-6.041572176,-6.082513764,-6.110286267,-6.145202151,-6.174798241,-6.193642091,-6.214888013,-6.234510267,-6.251520601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.837730862
13_chr1,0.048990104,-3.01613697,0.085135077,-2.463516139,2.887638327,649,6.475432717,1.868015434,249053072,19.33317657,2.61E-06,-12.85774386,383748.9553,12.85774386,6.533993642,5.292542145,3.647582431,2.589768978,2.489414141,2.448126811,2.349648761,2.319212605,2.276353761,2.245917605,2.21357557,2.176511379,2.146075223,2.115056713,2.084620557,2.056322346,2.030111392,2.00518682,1.978975865,1.954118701,1.87701834,1.666298687,1.294064601,0.951568674,0.912047398,0.895323165,0.854265854,0.841227734,0.822574935,0.809114171,0.794609113,0.77772331,0.763640696,0.749081627,0.734586852,0.720919119,0.708090664,0.695737234,0.682579471,0.6699393,0.010067787,0.008154919,0.005620312,0.003990399,0.003835769,0.003772152,0.003620414,0.003573517,0.003507479,0.003460582,0.003410748,0.003353638,0.003306741,0.003258947,0.00321205,0.003168447,0.003128061,0.003089656,0.003049269,0.003010969,-4.598414377,-4.80913403,-5.181368116,-5.523864043,-5.563385319,-5.580109551,-5.621166863,-5.634204983,-5.652857781,-5.666318546,-5.680823603,-5.697709407,-5.711792021,-5.72635109,-5.740845865,-5.754513598,-5.767342052,-5.779695483,-5.792853246,-5.805493417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.868015434
15_chr1,0.044127351,-3.120675476,0.05880261,-2.83356904,2.858377134,501,6.216606101,1.827224115,248253911,19.32996262,2.02E-06,-13.11335651,495516.7884,13.11335651,22.23018512,3.243875161,1.780424566,1.758378019,1.685445365,1.647735518,1.6219551,1.587298696,1.561518277,1.531707373,1.501140922,1.47711334,1.446556788,1.422529206,1.39850604,1.374478457,1.349190994,1.325163412,1.30377043,1.282296923,3.101451055,1.176768653,0.576851856,0.564391804,0.522029841,0.499401932,0.483632273,0.462033638,0.445658603,0.426383043,0.406225434,0.390089737,0.369186104,0.352436418,0.335404552,0.318074355,0.299505149,0.281535782,0.265260397,0.248652941,0.044371627,0.006474801,0.003553742,0.003509737,0.003364162,0.003288893,0.003237435,0.003168261,0.003116803,0.0030573,0.002996289,0.00294833,0.002887339,0.00283938,0.002791429,0.00274347,0.002692996,0.002645037,0.002602336,0.002559475,-3.115155046,-5.039837449,-5.639754245,-5.652214297,-5.694576261,-5.717204169,-5.732973828,-5.754572463,-5.770947498,-5.790223058,-5.810380667,-5.826516364,-5.847419997,-5.864169683,-5.881201549,-5.898531746,-5.917100952,-5.935070319,-5.951345704,-5.96795316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.827224115
16_chr1,0.054447784,-2.910513128,0.061374957,-2.79075339,2.887981085,651,6.478509642,1.86849049,249053072,19.33317657,2.61E-06,-12.85466693,382570.0031,12.85466693,3.35236665,2.540982902,2.496268391,2.461864715,2.431892939,2.400497664,2.370525888,2.341450305,2.313625214,2.291913851,2.26408876,2.244038033,2.216220371,2.196169644,2.173188302,2.151530476,2.130295456,2.108498407,2.087263387,2.065847934,1.209666559,0.932550975,0.914796973,0.900919077,0.888669941,0.875676076,0.863111824,0.850770526,0.838815651,0.829387211,0.817172364,0.808276936,0.795803209,0.786714772,0.776195353,0.766179438,0.756260682,0.745976039,0.735853824,0.725540764,0.005149565,0.0039032,0.003834514,0.003781666,0.003735627,0.0036874,0.003641361,0.003596698,0.003553956,0.003520605,0.003477863,0.003447063,0.003404332,0.003373532,0.003338231,0.003304962,0.003272343,0.003238861,0.003206242,0.003173346,-5.268843083,-5.545958667,-5.563712669,-5.577590565,-5.589839701,-5.602833566,-5.615397818,-5.627739117,-5.639693991,-5.649122431,-5.661337278,-5.670232706,-5.682706433,-5.69179487,-5.702314289,-5.712330204,-5.722248961,-5.732533603,-5.742655819,-5.752968878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86849049
17_chr1,0.039943512,-3.220289024,0.052591108,-2.945208228,2.850034094,466,6.144185634,1.815506209,248253911,19.32996262,1.88E-06,-13.18577698,532733.7146,13.18577698,4.187764669,1.68953668,1.573259259,1.54628269,1.465182176,1.439456365,1.380027319,1.351463908,1.317034747,1.288471336,1.260845052,1.23228164,1.204057857,1.177786606,1.147868162,1.121596911,1.097213075,1.070941825,1.046987319,1.020716068,1.4321671,0.524454337,0.453149429,0.435853786,0.381979587,0.364265518,0.322103296,0.301188381,0.275382806,0.253456505,0.231782172,0.208867443,0.1856974,0.16363692,0.13790645,0.114753483,0.092773397,0.068538471,0.04591682,0.020504408,0.008986619,0.003625615,0.003376093,0.003318203,0.003144168,0.003088962,0.002961432,0.002900137,0.002826255,0.00276496,0.002705676,0.002644381,0.002583815,0.002527439,0.002463236,0.00240686,0.002354534,0.002298158,0.002246754,0.002190378,-4.712018534,-5.619731297,-5.691036205,-5.708331848,-5.762206047,-5.779920116,-5.822082339,-5.842997253,-5.868802828,-5.890729129,-5.912403462,-5.935318191,-5.958488234,-5.980548714,-6.006279185,-6.029432151,-6.051412237,-6.075647163,-6.098268814,-6.123681226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815506209
18_chr1,0.04930292,-3.009771976,0.079634271,-2.53031074,2.831618191,398,5.986452005,1.789498917,248253911,19.32996262,1.60E-06,-13.34351061,623753.5452,13.34351061,2.580927643,2.557014755,1.978614929,1.942997907,1.789722321,1.755282954,1.626150338,1.591710971,1.53145292,1.497013553,1.447375766,1.423510202,1.38729537,1.363429807,1.338126532,1.314260968,1.291957032,1.268273047,1.24596911,1.224302497,0.948148886,0.938840467,0.682397069,0.664232093,0.58206048,0.562630071,0.486215465,0.46480952,0.426216906,0.403472159,0.3697521,0.353125795,0.327356075,0.310003442,0.291270525,0.273274506,0.256158147,0.237656169,0.219913629,0.202371292,0.006484743,0.00642466,0.004971394,0.004881904,0.00449679,0.004410259,0.004085805,0.003999274,0.003847872,0.003761341,0.003636623,0.003576659,0.003485667,0.003425703,0.003362127,0.003302163,0.003246123,0.003186616,0.003130576,0.003076137,-5.038303119,-5.047611539,-5.304054936,-5.322219912,-5.404391525,-5.423821934,-5.50023654,-5.521642485,-5.560235099,-5.582979846,-5.616699905,-5.63332621,-5.65909593,-5.676448563,-5.69518148,-5.713177499,-5.730293858,-5.748795836,-5.766538377,-5.784080713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.789498917
19_chr1,0.045385322,-3.092566535,0.052157625,-2.953484894,2.887466508,648,6.473890696,1.867777272,249053072,19.33317657,2.60E-06,-12.85928588,384341.1605,12.85928588,2.620818642,1.933558712,1.88598147,1.796213473,1.759390347,1.690836726,1.654013599,1.585612329,1.548789202,1.518702477,1.485094311,1.455007586,1.427055979,1.404070054,1.377568889,1.354582965,1.337325461,1.314339536,1.294374518,1.277117014,0.963486728,0.659362197,0.634448359,0.585680823,0.564967355,0.52522351,0.503204818,0.46097066,0.437473466,0.417856337,0.395478279,0.375011115,0.355613566,0.3393752,0.320320271,0.303493632,0.290671694,0.273334285,0.258027581,0.244605205,0.004044473,0.002983887,0.002910465,0.002771934,0.002715109,0.002609316,0.00255249,0.002446933,0.002390107,0.002343677,0.002291812,0.002245382,0.002202247,0.002166775,0.002125878,0.002090406,0.002063774,0.002028302,0.001997492,0.00197086,-5.510403969,-5.814528499,-5.839442337,-5.888209873,-5.908923341,-5.948667186,-5.970685878,-6.012920036,-6.036417231,-6.05603436,-6.078412417,-6.098879582,-6.11827713,-6.134515496,-6.153570425,-6.170397065,-6.183219002,-6.200556411,-6.215863116,-6.229285492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.867777272
20_chr1,0.07364414,-2.608510699,0.09023448,-2.40534366,2.888152025,652,6.480044562,1.868727387,249053072,19.33317657,2.62E-06,-12.85313201,381983.2393,12.85313201,22.15975156,6.482151041,6.152508664,5.785963712,5.658023996,5.500248494,5.372308778,5.295806367,5.206481444,5.118138629,5.020662817,4.958641908,4.861166096,4.793944541,4.702574909,4.63444782,4.555156781,4.475856633,4.424357952,4.328438505,3.098277651,1.869052406,1.816859912,1.755434935,1.733074714,1.704793272,1.681257756,1.666915256,1.649904281,1.632790824,1.61356196,1.601131894,1.581278347,1.567353568,1.548110212,1.533517059,1.51625995,1.49869776,1.487125172,1.465206855,0.033987349,0.009941949,0.009436363,0.008874177,0.008677951,0.008435964,0.008239737,0.008122402,0.007985401,0.007849906,0.007700403,0.007605279,0.007455776,0.007352676,0.007212538,0.007108049,0.006986437,0.006864811,0.006785825,0.006638709,-3.381766911,-4.610992156,-4.66318465,-4.724609627,-4.746969848,-4.77525129,-4.798786806,-4.813129306,-4.830140281,-4.847253738,-4.866482602,-4.878912668,-4.898766215,-4.912690994,-4.93193435,-4.946527503,-4.963784612,-4.981346802,-4.99291939,-5.014837707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.868727387
21_chr1,0.042374952,-3.161197853,0.051744072,-2.96144541,2.887466508,648,6.473890696,1.867777272,249053072,19.33317657,2.60E-06,-12.85928588,384341.1605,12.85928588,2.845015215,1.921079748,1.878233402,1.734066974,1.712666878,1.656933348,1.635533252,1.596309594,1.577194608,1.548540832,1.526160626,1.50704564,1.489681213,1.472816148,1.456277862,1.439412797,1.425547098,1.411343323,1.396619761,1.381627489,1.045568415,0.652887397,0.630331655,0.550469502,0.538051734,0.504968513,0.491968899,0.467694461,0.455647704,0.437313089,0.422755187,0.410151204,0.398562146,0.387176315,0.375883771,0.364235251,0.354555669,0.344541962,0.334054861,0.323262144,0.004390456,0.002964629,0.002898508,0.002676029,0.002643004,0.002556996,0.002523971,0.002463441,0.002433942,0.002389724,0.002355186,0.002325688,0.002298891,0.002272864,0.002247342,0.002221316,0.002199918,0.002177999,0.002155277,0.002132141,-5.428322281,-5.821003299,-5.843559041,-5.923421195,-5.935838963,-5.968922183,-5.981921797,-6.006196235,-6.018242992,-6.036577608,-6.05113551,-6.063739492,-6.07532855,-6.086714382,-6.098006925,-6.109655446,-6.119335028,-6.129348734,-6.139835836,-6.150628552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.867777272
22_chr1,0.104033373,-2.263043539,0.126006496,-2.071421814,2.832795856,402,5.996452089,1.791167976,248253911,19.32996262,1.62E-06,-13.33351053,617547.0423,13.33351053,16.62883856,6.826566132,6.664112591,6.365483044,6.251986724,6.090412499,5.976916179,5.875174951,5.764187116,5.661721229,5.566953324,5.464437631,5.371545007,5.273738708,5.180846084,5.089223381,5.002643046,4.928476143,4.841895808,4.785590125,2.81113845,1.920821785,1.8967368,1.85089012,1.832899289,1.806715813,1.787904746,1.770735838,1.75166414,1.73372795,1.716847925,1.698261213,1.681115578,1.662739543,1.64496838,1.627125242,1.609966382,1.595029842,1.57730634,1.565609346,0.04136527,0.016981508,0.016577395,0.015834535,0.015552206,0.01515028,0.014867951,0.014614863,0.014338774,0.014083884,0.013848143,0.013593128,0.013362052,0.013118753,0.012887677,0.01265976,0.012444386,0.012259891,0.012044517,0.011904453,-3.185313638,-4.075630304,-4.099715289,-4.145561969,-4.1635528,-4.189736275,-4.208547343,-4.22571625,-4.244787948,-4.262724139,-4.279604164,-4.298190876,-4.315336511,-4.333712545,-4.351483709,-4.369326847,-4.386485707,-4.401422247,-4.419145749,-4.430842743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791167976
23_chr1,0.045872709,-3.081884919,0.061810395,-2.783683718,2.887981085,651,6.478509642,1.86849049,249053072,19.33317657,2.61E-06,-12.85466693,382570.0031,12.85466693,3.789654305,2.889036604,2.844400035,2.440887628,2.376789787,2.272829391,2.209287539,2.147246616,2.083704764,2.045577603,1.98203575,1.946619339,1.911669692,1.876253281,1.841932986,1.808794562,1.774474267,1.746624369,1.718038502,1.690188603,1.332274803,1.060923091,1.045352161,0.892361755,0.865750748,0.821025483,0.792670083,0.764186378,0.734147446,0.715680196,0.684124473,0.666094196,0.647977044,0.629276853,0.610815556,0.592660635,0.573504191,0.557684993,0.541183234,0.524840122,0.005821282,0.004437844,0.004369278,0.003749443,0.003650983,0.003491289,0.003393683,0.003298382,0.003200775,0.003142208,0.003044602,0.002990199,0.002936513,0.002882109,0.00282939,0.002778486,0.002725767,0.002682987,0.002639076,0.002596296,-5.14623484,-5.417586551,-5.433157481,-5.586147887,-5.612758894,-5.657484159,-5.685839559,-5.714323264,-5.744362197,-5.762829446,-5.794385169,-5.812415446,-5.830532598,-5.84923279,-5.867694086,-5.885849007,-5.905005451,-5.920824649,-5.937326408,-5.95366952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86849049
24_chr1,0.054,-2.918771232,0.067162247,-2.700643994,2.865668671,534,6.280395839,1.83743301,244423799,19.31441416,2.18E-06,-13.03401832,457722.47,13.03401832,2.643838607,2.544712734,1.795283809,1.727853339,1.677772359,1.646867835,1.618865479,1.593317234,1.569965691,1.551751844,1.536091173,1.515783257,1.500876192,1.48353964,1.468632576,1.454037944,1.43913088,1.424607211,1.409700146,1.396025798,0.972231879,0.934017769,0.58516312,0.546879794,0.517466937,0.498875202,0.481725583,0.465818154,0.451053766,0.439384515,0.42924099,0.415932307,0.406049066,0.394430881,0.384331747,0.374344475,0.364039376,0.353896134,0.343377019,0.333629484,0.004951009,0.00476538,0.003361955,0.00323568,0.003141896,0.003084022,0.003031583,0.00298374,0.002940011,0.002905902,0.002876575,0.002838545,0.00281063,0.002778164,0.002750248,0.002722917,0.002695002,0.002667804,0.002639888,0.002614281,-5.30816396,-5.34637807,-5.695232719,-5.733516045,-5.762928902,-5.781520637,-5.798670256,-5.814577685,-5.829342073,-5.841011324,-5.851154849,-5.864463532,-5.874346773,-5.885964958,-5.896064092,-5.906051364,-5.916356463,-5.926499705,-5.937018819,-5.946766355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83743301
25_chr1,0.041322856,-3.186339507,0.056046293,-2.881577262,2.829525087,391,5.96870756,1.786530415,248076169,19.32924639,1.58E-06,-13.36053883,634465.9054,13.36053883,1.374869356,1.334180463,1.297555082,1.262214328,1.226805394,1.190933107,1.159947146,1.132837619,1.101851659,1.073891609,1.046966297,1.02307266,0.99579576,0.968870448,0.943961017,0.917035705,0.898292205,0.880001699,0.86218441,0.844222879,0.318358712,0.288317218,0.260481788,0.232867582,0.20441355,0.174737123,0.148374441,0.124725652,0.096992091,0.071289068,0.045896741,0.022810511,-0.004213102,-0.031624372,-0.057670409,-0.086608871,-0.107259868,-0.127831441,-0.148286098,-0.169338745,0.00351629,0.003412226,0.003318555,0.00322817,0.00313761,0.003045865,0.002966617,0.002897283,0.002818035,0.002746526,0.002677663,0.002616554,0.002546792,0.00247793,0.002414223,0.00234536,0.002297423,0.002250644,0.002205075,0.002159138,-5.650348848,-5.680390342,-5.708225772,-5.735839978,-5.76429401,-5.793970437,-5.820333119,-5.843981908,-5.871715469,-5.897418492,-5.922810819,-5.945897049,-5.972920662,-6.000331932,-6.026377969,-6.055316431,-6.075967428,-6.096539001,-6.116993658,-6.138046305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.786530415
26_chr1,0.050411626,-2.987533463,0.070523361,-2.651811255,2.842306259,436,6.077642243,1.804616832,248253911,19.32996262,1.76E-06,-13.25232037,569389.7041,13.25232037,2.516854281,2.433914472,2.164573729,2.091684811,1.953028878,1.880139959,1.798548466,1.752445888,1.714953216,1.691013913,1.65352124,1.626209014,1.596648955,1.565262339,1.53872051,1.517797878,1.491256048,1.468057504,1.448824375,1.429402888,0.92300982,0.889500855,0.77222345,0.737969871,0.669381438,0.63134622,0.586979932,0.561012463,0.539385801,0.525328297,0.502907099,0.486251548,0.46790703,0.448053439,0.430951233,0.41726052,0.39961875,0.383940101,0.370752452,0.357256796,0.005772602,0.005582373,0.004964619,0.004797442,0.004479424,0.004312248,0.004125111,0.004019371,0.003933379,0.003878472,0.00379248,0.003729837,0.003662039,0.003590051,0.003529175,0.003481188,0.003420312,0.003367104,0.003322992,0.003278447,-5.154632423,-5.188141388,-5.305418793,-5.339672373,-5.408260805,-5.446296023,-5.490662312,-5.516629781,-5.538256443,-5.552313946,-5.574735145,-5.591390696,-5.609735213,-5.629588804,-5.64669101,-5.660381724,-5.678023493,-5.693702142,-5.706889791,-5.720385447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.804616832
27_chr1,0.090692175,-2.400284194,0.133175623,-2.016086545,2.855120344,487,6.188264123,1.822654615,248253911,19.32996262,1.96E-06,-13.14169849,509761.6242,13.14169849,10.10457064,9.482919513,8.458483197,7.463029579,7.192438756,6.985897069,6.715306245,6.530526638,6.265051386,6.080271778,5.968323396,5.834154784,5.718241237,5.606292856,5.497588369,5.385639988,5.291045953,5.203583844,5.121298104,5.04176682,2.31298786,2.249492234,2.135169866,2.009961442,1.973030301,1.943893412,1.904389435,1.876487589,1.83498679,1.805049395,1.78646605,1.763729402,1.743661282,1.723889691,1.704309518,1.68373615,1.666015949,1.649347589,1.633407943,1.61775658,0.020748605,0.019472114,0.017368549,0.015324496,0.014768868,0.014344758,0.01378913,0.013409706,0.012864582,0.012485158,0.012255284,0.011979784,0.011741768,0.011511895,0.011288682,0.011058809,0.010864571,0.010684977,0.010516013,0.010352704,-3.875276263,-3.938771889,-4.053094257,-4.178302682,-4.215233822,-4.244370711,-4.283874688,-4.311776534,-4.353277333,-4.383214728,-4.401798073,-4.424534721,-4.444602841,-4.464374432,-4.483954605,-4.504527973,-4.522248174,-4.538916534,-4.55485618,-4.570507543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.822654615
28_chr1,0.067725273,-2.692295866,0.086124813,-2.451957716,2.845725665,449,6.107022888,1.809439402,248253911,19.32996262,1.81E-06,-13.22293973,552904.0334,13.22293973,3.514630221,3.40247444,3.261827204,3.169398232,3.090474152,3.034596246,2.956785,2.912224526,2.833603941,2.790775661,2.720909645,2.667594602,2.629940963,2.575008635,2.537354996,2.486575038,2.446574537,2.395794579,2.358977774,2.31569082,1.256934319,1.224502943,1.18228753,1.153541738,1.128324526,1.110078383,1.08410253,1.068917231,1.041549379,1.026319572,1.000966253,0.981177168,0.966961398,0.945852887,0.931122198,0.910906277,0.894688898,0.873714941,0.858228379,0.839708053,0.007827684,0.007577894,0.007264649,0.007058793,0.006883016,0.006758566,0.006585267,0.006486023,0.006310922,0.006215536,0.006059932,0.005941191,0.00585733,0.005734986,0.005651125,0.005538029,0.005448941,0.005335845,0.005253848,0.005157441,-4.850088568,-4.882519944,-4.924735357,-4.95348115,-4.978698361,-4.996944505,-5.022920358,-5.038105657,-5.065473509,-5.080703316,-5.106056635,-5.12584572,-5.140061489,-5.16117,-5.175900689,-5.196116611,-5.21233399,-5.233307946,-5.248794509,-5.267314834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.809439402
29_chr1,0.070806403,-2.647805848,0.107019148,-2.234747506,2.851267973,471,6.154858094,1.817241704,248253911,19.32996262,1.90E-06,-13.17510452,527078.3673,13.17510452,72.44565674,6.107996511,5.758800172,5.445646613,5.162528061,4.916983101,4.62094581,4.513520965,4.362139043,4.254714198,4.152727595,4.05270049,3.97062596,3.885535756,3.803461226,3.741621131,3.6595466,3.600407237,3.522168048,3.46328927,4.282836719,1.809598816,1.75072915,1.694816503,1.641426394,1.592695152,1.530599405,1.507077551,1.472962543,1.448027591,1.42376537,1.399383447,1.378923755,1.357260878,1.335911501,1.319518975,1.29733926,1.28104696,1.259076723,1.242218794,0.153812435,0.012968145,0.012226752,0.011561882,0.010960781,0.010439455,0.009810925,0.009582847,0.009261442,0.009033363,0.008816831,0.00860446,0.008430204,0.008249545,0.008075289,0.007943994,0.007769738,0.007644177,0.007478064,0.007353056,-1.872021375,-4.345259278,-4.404128944,-4.460041591,-4.5134317,-4.562162942,-4.624258689,-4.647780543,-4.681895551,-4.706830503,-4.731092724,-4.755474647,-4.775934339,-4.797597216,-4.818946593,-4.835339119,-4.857518834,-4.873811134,-4.895781371,-4.9126393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.817241704
30_chr1,0.049501961,-3.005742986,0.069729169,-2.663136559,2.844946471,446,6.100318952,1.808341057,248253911,19.32996262,1.80E-06,-13.22964366,556623.1188,13.22964366,2.857396005,2.501913658,1.888219487,1.663634244,1.554581268,1.508260542,1.465965846,1.419645119,1.378405323,1.337764909,1.31004379,1.269403376,1.248643813,1.211191721,1.190432158,1.15830167,1.137542107,1.116677125,1.095917563,1.075981679,1.049910722,0.917055902,0.635634315,0.509004513,0.441206229,0.410957028,0.382514306,0.350406924,0.320927268,0.291000243,0.270060564,0.238547007,0.222058013,0.191604768,0.174316399,0.146954855,0.128869889,0.110357423,0.091591969,0.073233435,0.006406718,0.005609672,0.004233676,0.003730122,0.003485608,0.00338175,0.003286919,0.003183061,0.003090595,0.002999473,0.002937318,0.002846196,0.00279965,0.002715677,0.00266913,0.002597089,0.002550543,0.00250376,0.002457214,0.002412515,-5.05040823,-5.18326305,-5.464684637,-5.591314439,-5.659112723,-5.689361924,-5.717804646,-5.749912028,-5.779391684,-5.809318709,-5.830258388,-5.861771945,-5.878260939,-5.908714184,-5.926002553,-5.953364097,-5.971449063,-5.989961529,-6.008726983,-6.027085517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808341057
31_chr1,0.051829435,-2.959797041,0.059258734,-2.825842097,2.886602968,643,6.466144724,1.866580061,249053072,19.33317657,2.58E-06,-12.86703185,387329.8165,12.86703185,3.990526156,2.715699398,2.635615548,2.565142285,2.463841973,2.397195753,2.351302853,2.295864653,2.243022244,2.202560551,2.168083047,2.135968985,2.1086689,2.07702871,2.048968075,2.021667991,1.990027801,1.962727716,1.935753552,1.908064282,1.383923091,0.999049525,0.969116759,0.942013949,0.901721909,0.874299618,0.85496958,0.831109528,0.807824172,0.78962057,0.773843389,0.758920401,0.746056896,0.730938368,0.717336288,0.703922909,0.688148609,0.674335198,0.660496683,0.646089263,0.006206106,0.004223483,0.004098936,0.003989335,0.003831792,0.003728143,0.00365677,0.003570552,0.003488371,0.003425444,0.003371824,0.00332188,0.003279423,0.003230216,0.003186576,0.003144118,0.003094911,0.003052454,0.003010503,0.002967441,-5.082221633,-5.467095199,-5.497027965,-5.524130776,-5.564422815,-5.591845106,-5.611175144,-5.635035197,-5.658320552,-5.676524154,-5.692301336,-5.707224324,-5.720087829,-5.735206357,-5.748808436,-5.762221816,-5.777996115,-5.791809526,-5.805648041,-5.820055461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.866580061
32_chr1,0.040257192,-3.212466605,0.053564886,-2.926861534,2.85652873,493,6.200509174,1.824631414,248253911,19.32996262,1.99E-06,-13.12945344,503557.6288,13.12945344,1.564191177,1.539674626,1.30789442,1.260698036,1.195390546,1.148194162,1.132742141,1.085545756,1.070410135,1.032403115,1.017267493,0.990772359,0.977162759,0.951525222,0.937915622,0.915246138,0.901636538,0.888332456,0.874192349,0.861288542,0.44736887,0.431571112,0.268418531,0.231665564,0.178472949,0.138190414,0.124641366,0.082082862,0.068041879,0.031889206,0.017120105,-0.00927048,-0.02310205,-0.049689085,-0.064095289,-0.088562247,-0.103543791,-0.118409218,-0.134454848,-0.149325706,0.003172802,0.003123072,0.00265293,0.002557197,0.002424727,0.002328994,0.002297651,0.002201918,0.002171217,0.002094124,0.002063423,0.00200968,0.001982075,0.001930071,0.001902466,0.001856483,0.001828877,0.001801891,0.00177321,0.001747036,-5.753140304,-5.768938062,-5.932090643,-5.96884361,-6.022036225,-6.06231876,-6.075867808,-6.118426312,-6.132467295,-6.168619968,-6.183389069,-6.209779654,-6.223611224,-6.250198259,-6.264604463,-6.289071421,-6.304052965,-6.318918392,-6.334964022,-6.34983488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.824631414
